map,interval,time,type,status,progress,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,,126,,1,28,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,0,0,1,1,1,1,1,1,56,1,67,50,65,78,100,78,34,80,100,76,,,,,,,,,,,,,,,,,,,,,,,,
,,127,,1,29,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,56,1,67,50,66,78,100,79,34,80,100,76,,,,,,,,,,,,,,,,,,,,,,,,
,,128,,1,29,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,57,1,69,50,66,78,100,79,34,81,100,76,,,,,,,,,,,,,,,,,,,,,,,,
,,129,,1,30,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,57,2,70,50,66,78,100,80,35,81,100,77,,,,,,,,,,,,,,,,,,,,,,,,
,,130,,1,30,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,57,4,70,51,66,79,100,80,35,81,100,79,,,,,,,,,,,,,,,,,,,,,,,,
,,131,,1,31,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,57,4,70,51,67,79,100,80,35,81,100,81,,,,,,,,,,,,,,,,,,,,,,,,
,,132,,1,31,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,57,7,70,52,67,79,100,81,36,81,100,86,,,,,,,,,,,,,,,,,,,,,,,,
,,133,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,58,7,71,52,67,79,100,81,36,82,100,86,,,,,,,,,,,,,,,,,,,,,,,,
,,134,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,58,8,71,53,68,80,100,81,36,82,100,88,,,,,,,,,,,,,,,,,,,,,,,,
,,135,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,58,8,71,54,68,80,100,82,37,82,100,88,,,,,,,,,,,,,,,,,,,,,,,,
,,136,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,60,8,71,54,68,80,100,82,41,82,0,89,,,,,,,,,,,1,,,,,,,,,,,,,
,,137,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,60,9,71,55,69,80,100,83,41,82,0,89,,,,,,,,,,,,,,,,,,,,,,,,
,,138,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,61,10,72,55,69,81,100,84,42,82,1,89,,,,,,,,,,,,,,,,,,,,,,,,
,,139,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,61,10,72,56,69,81,100,85,42,83,1,90,,,,,,,,,,,,,,,,,,,,,,,,
,,140,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,61,11,72,56,70,81,100,86,42,83,1,90,,,,,,,,,,,,,,,,,,,,,,,,
,,141,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,61,11,72,57,71,84,100,87,43,83,2,90,,,,,,,,,,,,,,,,,,,,,,,,
,,142,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,62,13,72,58,71,88,100,88,43,83,2,91,,,,,,,,,,,,,,,,,,,,,,,,
,,143,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,62,16,73,59,72,88,100,88,43,83,7,92,,,,,,,,,,,,,,,,,,,,,,,,
,,144,,1,32,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,65,16,73,61,72,88,100,88,44,83,15,93,,,,,,,,,,,,,,,,,,,,,,,,
,,145,,1,32.5,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,66,21,73,62,72,89,100,89,44,84,15,93,,,,,,,,,,,,,,,,,,,,,,,,
,,146,,1,32.5,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,66,22,74,63,73,89,100,89,44,84,15,93,,,,,,,,,,,,,,,,,,,,,,,2,
,,147,,1,33,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,67,23,75,63,73,89,100,89,45,84,16,94,,,,,,,,,,,,,,,,,,,,,,,,
,,148,,1,34,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1.0,68,29,75,63,74,89,100,90,45,84,16,94,,,,,,,,,,,,,,,,,,,,,,,,
,,149,,1,34,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1.0,68,30,76,64,74,90,100,90,45,84,16,98,,,,,,,,,,,,,,,,,,,,,,,,
,,150,,1,35,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,68,30,77,64,74,90,100,91,45,85,17,99,,,,,,,,,,,,,,,,,,,,,,,,
,,151,,1,36,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,69,31,79,64,75,90,100,91,46,85,17,100,,,,,,,,,,,,,,,,,,,,,,,,
,,152,,1,37,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,69,31,79,64,81,90,100,91,46,86,18,100,,,,,,,,,,,,,,,,,,,,,,,,
,,153,,1,37,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,69,31,80,66,83,91,100,92,46,86,18,100,,,,,,,,,,,,,,,,,,,,,,,,
,,154,,1,38,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,69,32,82,67,84,91,100,93,47,87,18,100,,,,,,,,,,,,,,,,,,,,,,,,
,,155,,1,38,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,70,33,82,67,87,91,100,93,47,87,19,100,,,,,,,,,,,,,,,,,,,,,,,,
,,156,,1,38,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,70,34,82,67,88,91,100,93,47,87,19,100,,,,,,,,,,,,,,,,,,,,,,,,
,,157,,1,39,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,70,36,83,67,88,92,100,94,48,88,20,100,,,,,,,,,,,,,,,,,,,,,,,,
,,158,,1,40,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,37,83,67,90,92,100,94,48,88,20,100,,,,,,,,,,,,,,,,,,,,,,,,
,,159,,1,40,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,1,73,40,83,68,91,94,100,95,48,88,20,100,,,,,,,,,,,,,,,,12,,,,,,,,
,,160,,1,41,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,1,74,40,83,68,91,94,100,96,49,88,21,100,,,,,,,,,,,,,,,,,,,,,,,,
,,161,,1,42,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,0,74,43,85,68,91,94,0,100,49,89,21,0,,,,,,,1,,,,,1,,,,,,,,,,,,2
,,162,,1,43,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,0,78,43,85,68,92,95,0,100,55,89,22,0,,,,,,,,,,,,,,,,,,,,,,,,
,,163,,1,43,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,0,78,43,89,68,95,99,0,100,55,89,23,0,,,,,,,,,,,,,,,,,,,,,,,,
,,164,,1,44,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,1,1,0,78,44,90,68,95,100,3,100,56,91,27,0,,,,,,,,,,,,,,,,,,9,,,,,,
,,165,,1,44,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,1,1,0,78,47,91,69,96,100,3,100,56,93,27,1,,,,,,,,,,,,,,,,,,,,,,,,
,,166,,1,45,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0.0,1,0,1,1,1,1,1,0,79,47,91,69,100,100,7,100,56,93,27,1,,,,,,,,,,,,,,,,,,,,,,,,
,,167,,1,46,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0.0,1,0,1,1,1,1,1,0,82,52,91,69,100,100,7,100,57,94,30,1,,,,,,,,,,,,,,,,,,,,,,,,
,,168,,1,46,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,1,1,0,82,54,92,69,100,100,11,100,58,96,34,2,,,,,,,,,,,,,,,,,,,,,,,,
,,169,,1,46,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,0,83,57,93,69,100,100,11,100,64,98,36,2,,,,,,,,,,,,,,,,,,,,,,,,
,,170,,1,47,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,0,1,1,1,1,1,0,83,63,95,70,100,100,11,100,64,98,37,2,,,,,,,,,,,,,9,,,,,,,,,,,
,,171,,1,47,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,0,1,1,1,1,1,1,83,63,96,70,100,100,11,100,64,98,39,2,,,,,,,,,,,,,,,,,,,,,,,,
,,172,,1,48,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,0,1,1,1,1,1,1,83,64,99,70,100,100,13,100,65,98,49,3,,,,,,,,,,,,,,,,,,,,,,,,
,,173,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,1,1,1,1,1,84,64,99,70,100,100,18,100,65,99,50,3,,,,,,,,,,,,,,,,,,,,,,,,
,,174,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,1,1,1,1,1,84,65,100,70,100,100,22,100,65,99,54,3,,,,,,,,,,,,,,,,,,,,,,,,
,,175,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,0,1,1,1,1,1,1,1,1,1,84,65,100,70,0,100,23,100,66,99,55,4,,,,,1,,,,,,,,,,11,,,,,,,,,
,,176,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,0,1,1,1,1,1,1,1,1,1,84,68,100,71,0,100,23,100,70,99,55,4,,,,,,,,,,,,,,,,,,,,,,,,
,,177,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,0,1,1,1,1,1,1,1,1,1,85,70,100,71,0,100,23,100,71,100,56,4,,,,,,,,,,,,,,,,,,,,,,,,
,,178,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,0,1,1,1,1,1,1,1,1,1,85,71,100,71,1,100,23,100,71,100,56,5,,,,,,,,,,,,,,,,,,,,,,,,
,,179,,1,49,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,0,1,1,1,1,1,1,1,1,1,85,74,100,71,1,100,27,100,72,100,56,5,,,,,,,,,,,,,,,,,,,,,,,,
,,180,,1,50,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,85,74,100,72,6,100,27,100,72,100,57,5,,,,,,,,,,,,,,,,,,,,,,,,
,,181,,1,51,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,86,75,100,73,7,100,27,100,72,100,57,5,,,,,,,,,,,,,,,,,,,,,,,,
,,182,,1,51,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,86,78,100,74,9,100,28,100,73,100,58,6,,,,,,,,,,,,,,,,,,,,,,,,
,,183,,1,52,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,86,80,100,74,9,100,29,100,74,100,58,6,,,,,,,,,,,,,,,,,,,,,,,,
,,184,,1,52,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,86,86,100,74,10,100,31,100,77,100,58,6,,,,,,,,,,,,,,,,,,,,,,,,
,,185,,1,52,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,87,86,100,75,10,100,32,100,78,100,59,7,,,,,,,,,,,,,,,,,,,,,,,2,
,,186,,1,53,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,87,89,100,75,10,100,32,100,78,100,59,7,,,,,,,,,,,,,,,,,,,,,,,,
,,187,,1,54,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0.0,1,87,90,100,76,11,100,32,100,78,100,60,7,,,,,,,,,,,,,,,,,,,,,,,,
,,188,,1,54,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0.0,1,87,90,100,77,13,100,32,100,79,100,60,11,,,,,,,,,,,,,,,,,,,,,,,,
,,189,,1,54,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,87,92,100,78,14,100,33,100,79,100,60,11,,,,,,,,,,,,,,,,,,,,,,,,
,,190,,1,54,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,88,98,100,78,14,100,33,100,81,100,61,11,,,,,,,,,,,,,,,,,,,,,,,,
,,191,,1,54,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,88,98,100,78,14,100,38,100,82,100,61,11,,,,,,,,,,,,,,,,,,,,,,,,
,,192,,1,54,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,88,100,100,79,14,100,38,100,82,100,62,13,,,,,,,,,,,,,,,,,,,,,,,,
,,193,,1,55,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,88,100,100,79,15,100,39,100,83,0,62,14,,,,,,,,,,1,,,,,,,,,,,,,,
,,194,,1,56,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,89,0,100,79,16,100,39,100,84,0,62,14,,1,,,,,,,,,,,,,,,,,,,,,,
,,195,,1,56,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,89,0,100,79,16,100,39,100,84,0,63,14,,,,,,,,,,,,,,,,,,,2,,,,,
,,196,,1,57,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,89,1,100,79,17,100,39,100,84,0,63,15,,,,,,,,,,,,,,,,,,,,,,,,
,,197,,1,57,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,89,1,100,80,17,100,40,100,85,0,64,15,,,,,,,,,,,,,,,,,,,,,,,,
,,198,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,90,1,100,80,22,100,40,100,85,3,64,15,,,,,,,,,,,,,,,,,,,,,,,,
,,199,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,90,2,100,80,25,100,40,100,86,5,64,16,,,,,,,,,,,,,,,,,,,,,,,,
,,200,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,90,2,100,81,25,100,40,100,87,7,65,16,,,,,,,,,,,,,,,,,,,,,,,,
,,201,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,94,3,100,83,27,100,41,100,87,11,65,20,,,,,,,,,,,,,,,,,,,,,,,,
,,202,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,94,7,100,83,29,100,41,100,87,14,66,20,,,,,,,,,,,,,,,,,,,,,,,,
,,203,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,97,9,100,84,29,100,41,100,88,19,66,20,,,,,,,,,,,,,,,,,,,,,,,,
,,204,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,100,10,100,85,31,100,41,100,88,24,66,20,,,,,,,,,,,,,,,,,,,,,,,,
,,205,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,12,100,86,31,100,42,100,88,26,67,21,,,,,,,,,,,,,,,,,,,,,,,,
,,206,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,12,100,88,31,100,42,100,93,27,67,26,,,,,,,,,,,,,,,,,,,,,,,,
,,207,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,12,100,89,32,100,42,100,96,28,68,26,,,,,,,,,,,,,,,,,,,,,,,,
,,208,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,1,1,1,1,100,13,100,89,40,100,42,1,97,28,68,26,,,,,,,,1,,,,,9,,,,,,,3,,,,
,,209,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,1,100,16,100,89,42,100,43,1,97,29,68,27,,,,,,,,,,,,,,,,,,,,,3,,,
,,210,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,1,100,16,100,89,42,100,43,1,97,29,74,27,,,,,,,,,,,,,,,,,,,,,,,,
,,211,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,0,100,17,100,89,42,100,43,2,97,29,75,27,,,,,,,,,,,,,,,,,,,,,,,,3
,,212,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,0,100,17,100,90,43,100,43,2,98,29,76,27,,,,,,,,,,,,,,,,,,,,,,,,
,,213,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,0,100,18,100,90,43,100,43,2,98,30,76,28,,,,,,,,,,,,,,,,,,,,,,,,
,,214,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,0,1,21,100,90,43,100,44,3,98,30,84,28,1,,,,,,,,,,,,,,,,,,,,,,,
,,215,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,1,0,1,22,0,91,45,100,44,3,99,30,84,28,,,1,,,,,,,,,,,,,,,,,,,,,
,,216,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,1,0,0,1,23,0,92,46,100,44,3,99,30,84,29,,,,,,,,,,,,,,,,,,,,,,,2,
,,217,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,0,1,1,1,1,1,1,0,0,0,0,0,1,24,2,92,46,100,44,4,99,30,85,29,,,,,,,,,,,,,,,,,,,,,,3,,
,,218,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,0,0,0,2,24,2,92,47,100,45,4.0,100,30,85,29,,,,,,,,,,,,,,,,,,,,,,,,
,,219,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,0,2,24,2,92,47,100,45,4,100,31,86,30,,,,,,,,,,,,,,,,,,,,,,,,
,,220,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,0,2,25,3,92,47,100,45,5,100,31,86,30,,,,,,,,,,,,,,,,,,,,,,,,
,,221,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,1,2,25,3,92,48,100,45,5,100,31,86,30,,,,,,,,,,,,,,,,,,,,,,,,
,,222,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,1,3,25,3,93,48,100,46,5,100,31,87,30,,,,,,,,,,,,,,,,,,,,,,,,
,,223,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,1,3,26,3,93,48,100,46,6,100,31,87,31,,,,,,,,,,,,,,,,,,,,,,,,
,,224,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,1,3,26,3,93,49,100,46,6,100,32,88,31,,,,,,,,,,,,,,,,,,,,,,,,
,,225,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,0,1,3,27,4,94,49,100,46,7,100,32,88,31,,,,,,,,,,,,,,,,,,,,,,,,
,,226,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,1,1,4,27,7,94,49,100,47,8,100,32,88,32,,,,,,,,,,,,,,,,,,,,,,,,
,,227,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,4,31,9,94,49,100,48,9,100,32,89,32,,,,,,,,,,,,,,,,,,,,,,,,
,,228,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,4,37,10,95,50,100,50,10,100,32,89,34,,,,,,,,,,,,,,,,,,,,,,,,
,,229,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,4,41,10,95,50,100,54,12,100,32,90,34,,,,,,,,,,,,,,,,,,,,,,,,
,,230,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,5,59,10,95,50,100,54,14,100,33,90,34,,,,,,,,,,,,,,,,,,,,,,,,
,,231,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,5,59,10,95,51,100,54,14,100,33,90,35,,,,,,,,,,,,,,,,,,,,,,,,
,,232,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,5,66,10,96,51,100,64,15,100,33,91,35,,,,,,,,,,,,,,,,,,,,,,,,
,,233,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,5,66,11,96,51,100,70,15,100,33,91,37,,,,,,,,,,,,,,,,,,,,,,,,
,,234,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,6,70,11,97,52,100,75,15,100,35,92,37,,,,,,,,,,,,,,,,,,,,,,,,
,,235,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,6,70,11,97,52,100,77,16,100,36,92,43,,,,,,,,,,,,,,12,,,,,,,,,,
,,236,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,6,70,11,97,52,100,77,17,100,36,92,48,,,,,,,,,,,,,,,,,,,,,,,,
,,237,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,6,71,13,98,53,100,80,17,100,36,93,48,,,,,,,,,,,,,,,,,,,,,,,,
,,238,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,6,71,17,98,53,100,83,21,100,36,93,49,,,,,,,,,,,,,,,,,,,,,,,,
,,239,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,7,72,21,98,53,100,83,24,100,37,98,51,,,,,,,,,,,,,,,,,,,,,,,,
,,240,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,7,72,25,98,56,100,85,27,100,39,100,51,,,,,,,,,,,,,,,,,,,,,,,,
,,241,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,0,1,1,1,1,1,1,7,72,26,99,61,100,87,27,100,41,100,51,,,,,,,,,,,,,,,,,,8,,,,,,
,,242,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,0,1,1,1,1,1,1,7,73,26,99,61,100,89,29,100,45,100,52,,,,,,,,,,,,,,,,,,,,,,,,
,,243,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,0,1,1,1,1,1,1,8,73,31,99,62,100,94,30,100,48,100,52,,,,,,,,,,,,,,,,,,,,,,,,
,,244,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,0,1,1,1,0,1,1,1,1,1,1,8,74,35,99,62,100,94,33,100,51,100,56,,,,,,,,,,,,,,,,,,,,,,,,
,,245,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,8,74,40,99,62,100,95,33,100,54,100,56,,,,,,,,,,,,,,,,,,,,,,,,
,,246,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,8,74,42,100,63,100,97,34,100,54,100,56,,,,,,,,,,,,,,,,,,,,,,,,
,,247,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,9,75,43,100,64,100,97,41,100,55,0,56,,,,,,,,,,,1,,,,,,,,,,,,,
,,248,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,9,75,43,100,67,100,98,44,100,55,0,57,,,,,,,,,,,,,,,,,,,,,,,,
,,249,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,9,76,43,100,67,100,100,46,100,55,1,57,,,,,,,,,,,,,,,,,,,,,,,,
,,250,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,9,76,43,100,67,100,100,51,100,55,2,57,,,,,,,,,,,,,,,,,,,,,,,,
,,251,,1,58,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,1,10,76,50,0,68,100,100,51,100,55,4,58,,,,1,,,,,,,,,,,,8,,,,,,,,
,,252,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,10,77,52,0,74,100,100,52,100,56,7,58,,,,,,,,,,,,,,,,,,,3,,,,,
,,253,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,10,77,53,0,74,100,100,58,100,56,8,58,,,,,,,,,,,,,,,,,,,,,,,,
